y,x,pubs
57.0,14.0,8
57.0,15.0,1
57.0,16.0,3
57.0,17.0,0
57.0,18.0,4
57.0,19.0,0
57.0,20.0,0
57.0,21.0,7
57.0,22.0,0
57.0,23.0,1
57.0,24.0,11
57.0,25.0,2
57.0,26.0,7
57.0,27.0,3
57.0,28.0,15
57.0,29.0,1
57.0,30.0,0
57.0,31.0,1
57.0,32.0,0
57.0,33.0,0
58.0,-12.0,0
58.0,-11.0,0
58.0,-10.0,0
58.0,-9.0,0
58.0,-8.0,0
58.0,-7.0,8
58.0,-6.0,2
58.0,-5.0,2
58.0,-4.0,16
58.0,-3.0,2
58.0,-2.0,0
58.0,-1.0,0
58.0,0.0,0
58.0,1.0,0
58.0,2.0,0
58.0,3.0,0
58.0,4.0,0
58.0,5.0,27
58.0,6.0,7
58.0,7.0,13
58.0,8.0,6
58.0,9.0,4
58.0,10.0,2
58.0,11.0,5
58.0,12.0,9
58.0,13.0,8
58.0,14.0,0
58.0,15.0,19
58.0,16.0,13
58.0,17.0,2
58.0,18.0,0
58.0,19.0,0
58.0,20.0,0
58.0,21.0,0
58.0,22.0,9
58.0,23.0,4
58.0,24.0,17
58.0,25.0,12
58.0,26.0,22
58.0,27.0,8
58.0,28.0,0
58.0,29.0,0
58.0,30.0,0
58.0,31.0,10
58.0,32.0,1
58.0,33.0,1
59.0,-12.0,0
59.0,-11.0,0
59.0,-10.0,0
59.0,-9.0,0
59.0,-8.0,0
59.0,-7.0,0
59.0,-6.0,0
59.0,-5.0,0
59.0,-4.0,2
59.0,-3.0,2
59.0,-2.0,1
59.0,-1.0,0
59.0,0.0,0
59.0,1.0,0
59.0,2.0,0
59.0,3.0,0
59.0,4.0,0
59.0,5.0,15
59.0,6.0,3
59.0,7.0,0
59.0,8.0,4
59.0,9.0,13
59.0,10.0,172
59.0,11.0,22
59.0,12.0,5
59.0,13.0,8
59.0,14.0,1
59.0,15.0,11
59.0,16.0,13
59.0,17.0,54
59.0,18.0,127
59.0,19.0,0
59.0,20.0,0
59.0,21.0,0
59.0,22.0,0
59.0,23.0,1
59.0,24.0,56
59.0,25.0,7
59.0,26.0,8
59.0,27.0,5
59.0,28.0,7
59.0,29.0,10
59.0,30.0,248
59.0,31.0,0
59.0,32.0,1
59.0,33.0,0
